content,rating,sistem,layanan,transaksi,pendaftaran subsidi,kebermanfaatan
"terimakasih atas fast responnya, dan aplikasi ini jadi semakin baik, maka saya tidak ragu2 lagi untuk kasih bintang 10 tapi hanya 5 yg ada, bismillah semoga saya yang bisa memenangkan 1 unit mobil Mercedez yg ada di berkah pertamina, aamiin, tetaplah semakin maju dalam berinovasi BUMN negeriku. 💪",5,0,1,0,0,0
"Aplikasinya bagus banget, bermanfaat banget karna buatan anak bangsa, bisa banget untuk era sekarang yang sekarang pakai digital payment, pokoknya bagus bangettt",5,1,0,1,0,1
"Aplikasi baru buatan anak Indonesia, mudah digunakan cepat juga, efektif banget lah, juga negara bisa tau dan pas dalam penggunaan pertalite..",5,0,0,0,0,1
"login gagal terus dari kemarin, apa karena disini sinyal jelek ya?",5,-1,0,0,0,0
login gagal ni ,5,-1,0,0,0,0
daftar subsidi sangat cepat dan efisien ,5,0,0,0,1,0
kalok sampai ada iklannya berarti pertamina pengen ngejar penghasilan youtuber,5,0,0,0,0,0
Pembelian solar gak nimbul bos,5,0,0,-1,0,0
Sangat membatu sekali terimakasih,5,0,0,0,0,1
sangat membantu apalagi transaksi mudah jauh lebih fleksibel,5,0,0,1,0,1
"aplikasi ini sngat membantu dan lebih praktis bgt, isi saldo bisa mnggunakan Link aja, bnyak bgt pula diskonnya, maju terusss pertaminaa.",5,0,0,1,0,1
"Layanan, Fitur & aplikasi nya the best sangat membantu. Tingkatkan terus mutu pelayanan nya untuk konsumen & ekonomi digital Indonesia yang lebih baik lagi. KARYA ANAK BANGSA - Pertamina Go International💪🏻 💪🏻",5,1,1,0,0,0
Aplikasi ini mudah digunakan untuk semua orang termasuk ibu rumah tangga seperti saya. Fiturnya juga mudah dipahami dan lengkap sekali. Saya jadi bisa bayar tanpa uang tunai jadi gak ribet. Makasih mypertamina,5,1,0,0,0,1
servernya jelek tidak bisa login,5,1,0,0,0,0
Aplikasi yang bagus namun sayangnya tidak ada info ketersediaan BBM disetiap spbu. Saran saya: tambahkan info BBM apa saja yang tersedia di setiap SPBU dan BBM apa saja yang habis. Sehingga pelanggan tidak perlu menghabiskan bahan bakar ke spbu tersebut untuk bahan bakar yang sudah habis,5,1,0,0,0,0
"Aplikasi MyPertamina ini menurut saya sangat membantu konsumen dalam membeli bahan bakar dengan pembayaran yang sekarang serba digital. Dan sekarang dikarenakan kebijakan pemerintah, kita mau tidak mau mengikutinya dan berpikir positif bahwa ini salah satu langkah majunya Indonesia dalam era modernisasi ini.",5,0,0,1,0,1
Ternyata aplikasi My Pertamina sangat membantu aku. Apalagi aku orangnya jarang bgt megang uang cash jadi gaperlu narik uang lagi deh. Udah gitu app ini gampang banget dipakenya.. Thanks yaa,5,0,0,1,0,1
Mohon diperbaiki karena untuk mengisi data pribadi kolom alamat tidak bisa di isi ket.data koneksi ke server terputus..selebihnya mantab my pertamina 👍,5,-1,0,0,0,0
"Aplikasi ini sangat baik, byk promo didalamnya. Pembayaran lebih praktis tanpa harus menyiapkan recehan koin seperti kita membayar dengan tunai.",5,1,0,1,0,0
"Aplikasinya bagus kok, terus simple juga. ngebantu banget buat pembayaran digital, ga perlu bingung kalo lupa bawa uang cukup bayar lewat aplikasi ini.",5,1,0,1,0,0
"Banyak sekali manfaat nya Selain bisa di pakai untuk transaksi di setiap SPBU COCO / CODO , yg ada di seluruh Indonesia ,bisa mengikuti undian2 yg di adakan oleh PERTAMINA, trims my pertamina",5,0,0,1,0,1
Sebaiknya tidak perlu pakai iklan.. Karena semua orang sudah tau semua product Pertamina hanya satu-satunya yang bisa dibanggakan dan dihandalkan oleh Pemerintah Indonesia...,5,0,0,0,0,0
Aplikasi ini sangat membantu sekali karena didalamnya terdapat fitur yang bagus..selain itu di aplikasi ini ada poin poin yg bisa kita tukarkan menjadi hadiah..sangat bagus sekali,5,1,0,0,0,1
"Aplikasinya mantap, banyak cashback dan promo menarik. Dan sangat bermanfaat di masa pandemi seperti ini sebagai cash less payment",5,1,0,1,0,0
"My Pertamina sangat memudahkan saya untuk membeli dan membayar bahan bakar dengan sistem cashless. Lebih cepat dari aplikasi lain. Dengan aplikasi ini, saya dapat poin dan bisa digunakan untuk banyak reward. Keren.",5,0,0,1,0,1
"Sangat berguna aplikasinya, Promonya juga oke & ada banyak hadiahnya jug,semoga menang. Tambah Lebih baik lagi kedepan nya ya",5,0,0,1,0,1
"sangat membantu .Sejauh ini aplikasi ini bagus buat pembayaran digital dan di spbu2 jakarta jg udh banyak yg bisa pake apk ini, mohon di tingkatkan lg penggunaannya khususnya promo2 nenariknya",5,0,0,1,0,1
Aplikasinya bagus... Membantu yang suka bayar pakai digital.. tinggal ditingkatkan saja performanya pasti makin siipp dan semakin berguna...,5,1,0,1,0,0
"Lumayan menyenangkan,,cuma setiap transaksi di SPBU melalui app mypertamina loadingnya lumayan lambat juga,,kalau bisa ditingkatkan.",5,-1,0,0,0,0
pelayanan ramah saya hubungi cs juga cepat responnya,5,0,1,0,0,0
"Aplikasi mu sudah bagus sebenernya. Cuma SDM mu di lapangan masih rendah. Hanya sebagian Kecil personil yang ngerti penggunaan cashless ini. Selebihnya? Hahaha cuma jawab cuma bisa cash, alat nya gak ada, dan lain lain, padahal masih di sekitaran jakarta. Mohon di training lagi untuk personil SPBU nya. Terimakasih.",5,1,0,0,0,0
"Saya mah mau komentar positif saja. Mau bagaimana pun, Pertamina perusahaan milik negara kita. Semoga kedepannya Pertamina dapat melayani bangsa dan negara dengan lebih baik lagi. Dan lebih transparan, kompetendan kompetitif.... 🇮🇩 Tambahan sistem pembayan kalau bisa semua metode pembayaran digital/e-wallet dapat digunakan.",5,0,0,0,0,0
"Baru tau loh kalau Pertamina ada aplikasi 🙏 ternyata di tahun ke tahun sudah makin maju dan berkembang sampai semua kebutuh bisa di jalan kan melalui aplikasi,ini sangat membantu sekali buat para masyarakat tidak usah keluar lagi cukup dirumah gunakan aplikasi,semua nya beres deh , terimakasih Pertamina kini memudahkan semua orang untuk melakukan transaksi 👍👍mantap",5,0,0,1,0,1
"Sangat membantu sekali,mudah digunakan,dan juga mudah sekali saat mengurus pembayaran 😇 terimakasih Mypertamina sudah banyak membantu 🙏🏻",5,0,0,1,0,1
"Terlalu buru buru, selver nya masih kurang bagus kalo bisa tambah pembayaran via gopay link aja suka gak konek sama my pertamina nya + gak bisa di pake jajan plis jangan maksa bikin aplikasi pembayaran pake aja yang udah ada",5,-1,0,0,0,0
server jelek tolong diperbaiki,5,-1,0,0,0,0
bayar pake link mudah dan gampang jadi enak isi bensinnya,5,0,0,1,0,0
"Seharusnya untuk barcode langsung diberikan di aplikasi jadi tidak bingung buat apa ada aplikasi kalo mau liat barcode masih ribet, aplikasi diakses juga sulit, mohon diperbaiki lagi aplikasinya",5,-1,0,0,0,0
"Bermanfaat, begitu juga bisa lihat spbu terdekat dan harga bbm. Lewat aplikasi ini. Semoga dapat dikembangkan lagi dengan fitur2 baru yang bagus. Sukses terus pertamina",5,1,0,0,0,1
"Alhamdulillah.... poin sudah lumayan, dari awal pake aplikasi tidak pernah terkendala scan struk. update mypertamina semakin lancar. semoga berkah apl mypertamina.",5,1,0,1,0,0
update cepat dan fitur menarik,5,1,0,0,0,0
aplikasinya bagus fitur nya lengkap,5,1,0,0,0,0
"Aplikasinya udah bagus, cuman lebih baik di buat dan di rancang menggunakan kartu saja, biar tinggal di gesek, jadi untuk pengeluaran bensin juga terhitung di aplikasi, bagus kok, cuman sosialisasi kurang, makanya banyak yg rate asal asalan, untung teknologi kedepannya sudah bagus, maju terus, lebih baik kalau ada apa apa, disosialisasikan dulu kemasyaraka, biar masyarakat juga tau tentang teknologi, kalo udah dibuatin yang kartunya, saya harap bisa digunakan oleh masyarakat banyak.",5,1,0,0,0,0
"setelah update, tidak bisa digunakan.. mau scan BBK tidak bisa (server gangguan) mohon solusi.. terima kasih",5,-1,0,0,0,0
"Sangat membantu tapi sayang banyak petugas SPBU yg tidak bisa cara penggunaanya ...tolong diperbaiki secepatny ada aja alasan petugasnya klo mau pake mypertamina eror lah ga ada signal lahh...buat apa ada alatnya klo tidak bisa digunakan ....tolong cek ke lapangan pihak management Pertamina.,.semoga semakin maju",5,0,-1,0,0,1
"BOSS HARUSNYA DI TAMBAHIN BAGI YANG MAU DAFTAR DI REKOMENDASI KAN KE PERTAMA TERDEKAT , biar gampang gak di NONAKTIFKAN cuman ngecek yang salah tadi foto gak jelas eh eh di NONAKTIFKAN AKUN SAYA , , , , , , , , , terus beli solar bagaimana 😱😱😱",5,0,0,0,0,0
"Reccomen banget sih aplikasi ini, soalnya ngebantu banget kalau lagi nggak bawa uang cash, jadi ga perlu deh repot repot cari ATM buat tarik uang.",5,0,0,1,0,1
"Kebetulan tinggal di daerah pedalaman banget. Ternyata masih bisa aplikasi mypertamina nya. kirain bakal nggak bisa dipake, ternyata bisa bisa aja dan lancar. Mantap mypertamina semoga ada fitur fitur baru ke depannya. Keren",5,1,0,0,0,0
"Aplikasinya menguntungkan, ga cuma hanya isi bensin aja, sekarang karna ada aplikasi bagus ini saya bisa dapet point dengan hanya mengisi bensin, selain itu kita juga bisa Delivery Service, Asuransi dan Redeem coin juga. Thanku PT.Pertamina, ayo guys join",5,1,0,0,0,1
"Apknya membantu banget dengan kita transaksi trs dpt point enak bgt bisa dituker sama reward"" Yang kita mau, sukses deh semoga bnyk lagi vocher"" Menariknya hehehhehe",5,0,0,1,0,1
"Mantab banget Indonesia sekarang semakin maju. Yuk download aplikasinya! Mudah banget loh penggunaannya. Fiturnya juga bagus-bagus. Setelah lama pengen nyobain cashless dalam kehidupan sehari-hari kayak di luar negeri, akhirnya kesampaian xixi",5,1,0,0,0,1
Sampai saat ini.. aplikasi ini sangat membantu..yg terpenting ada saldo di linkAja.. Terus tingkatkan lagi.. dan kalau bisa poin nya bisa di pergunakan untuk potong isi ulang bensin..,5,0,0,0,0,1
daftar subsidi juga cepat dan gampang semoga cepat terverif,5,0,0,0,1,0
Aplikasinya bagus banget. Dipake transaksi juga mudah dan ngga ribet. Solusi pas ngga bawa uang cash nih,5,1,0,1,0,0
"Aplikasi sangat membantu, record pembelian bbm dpt membantu kita tahu berapa banyak bbm habis dlm sekali perjalanan. Hanya sayangnya untuk jalur lintas sumatra blm bisa dipakai karna rata2 spbunya transaksi tunai. Semoga dpt segera digunakan diseluruh spbu seluruh indonesia.",5,0,0,0,0,1
Sangat memudahkan untuk mencari spbu terdekat dengan titik berada saya. dan bermafaat karena diskon serta poin2 yg telah dikumpulkan👍👍,5,0,0,0,0,1
"Sangat membantu, poinnya banyak. Alhamduliah",5,0,0,0,0,1
Sangat membantu sekali dlm membeli bahan bakar,5,0,0,0,0,1
sulit daftar nya gimana mau dapat subsidi gini?,5,0,0,0,-1,0
fiturnya bagus dan keren apalgi transaksi jadi mudah karena pembayaran digital dengan link,5,1,0,1,0,0
Mantab sangat membatu sekali,5,0,0,0,0,1
sistem Lancar dan menguntungkan,5,1,0,0,0,0
pembayaran jadi lebih mudah  ,5,0,0,1,0,0
aplikasinya si bagus tapi nelum maksimal di area kalimantan tengah mohon diperbaiki,5,1,0,0,0,0
Berhasil daftar bbm subsidi di app ini trima kasih,5,0,0,0,1,0
daftar subisdi berhasil dan cepat,5,0,0,0,1,0
"Alhamdulilllah,,setelah pake MyPertamina,jarang sekarang ngantri panjang di spbu.Pemakaian aplikasiny jga lancar dan cepat.",5,1,0,0,0,0
stnk tidak terbaca jadi sulit daftarnya,5,0,0,0,-1,0
aplikasi lancar fiturnya juga menarik,5,1,0,0,0,0
sangat membantu apalagi yg tidak membawa cash pembayaran lebih mudah,5,0,0,1,0,1
"Keren sekali sekarang sudah ada aplikasi dari pertamina, aplikasi ini sangat membantu banget terutama dalam urusan payment. Yang biasa kelupaan bawa cash wajib banget pake ini karna sangat memudahkan. Semoga inovasinya bisa terus dikembangkan lagi biar semakin mantap",5,0,0,1,0,1
"Kenapa ya dari hp sy,tidak bisa connekt loading lama,Sdh daftar dari perangkat lain, dan edit data 2x,masih ditolak,alasan data STNK tdk terbaca,ribet deh pakai apk my Pertamina,.",5,-1,0,0,-1,0
"Aplikasinya sih bagus tapi kalo bisa operator SPBU di training dulu sebelum promo,karena setiap akan menggunakan my pertamina alesannya mesin rusak ga bisa nyetak lah.",5,1,0,0,0,0
"metode pembayarannya menjadi lebih mudah dan simple, tidak perlu mengeluarkan uang cash, tidak perlu lagi menunggu kembalian dari pegawai, fitur²nya juga gampang untuk dipahami, dan aplikasi my pertamina ini tidak ada kendala saat saya memakainya. so far so good.",5,1,0,1,0,0
"Aplikasinya sangat baik dan sangat membantu, dengan cashless paymentnya sangat mudah__semoga nantinya semakin banyak tambahan layanannya...mestinya pembayaran menggunakan mypertamina card gak usah dihilangkan",5,1,0,1,0,1
"Mantul bgt... Sekarang gk perlu bingung nyari atm, tinggal pake aplikasi my pertamina beres semua,karna pembayaran yang mudah dan gampang dengan link...👍👍👍 Sukses selalu buat #mypertamina",5,0,0,1,0,0
"Menarik banget aplikasinya, gampang banget dipakenya, bisa transaksi non tunai dan ada sistem reward poin juga..",5,1,0,1,0,1
banyak bug tolong diperbaiki kdepannya,5,-1,0,0,0,0
"aplikasinya bagus, pembayaran juga lebih mudah karna serba digital",5,1,0,1,0,0
"Saya download pertamina karna kemaren ada undian berhadiah dari pertamina, saya upload terus struknya. Tapi sekarang terasa manfaat nya, awalnya mau ikut undian eh ternyata betah pakai aplikasi nya, sukses slalu",5,0,0,0,0,1
"Game nya overal bagus, selebih nya agar di tingkatkan lagi server nya karena sering down kalau lagi war. Satu lagi tolong tambahkan menu mode jangan ganggu karena saya sering kali di telfon kalo lagi nge-game",5,-1,0,0,0,0
"aplikasi yang kaya gini nih ngebantu banget buat kita di era modern, tinggal download aplikasi nya, terus bisa langsung melakukan pembayaran melalui digital, top markotop",5,0,0,1,0,1
loading lama tidak bisa login deh jadinya,5,-1,0,0,0,0
Apliaksi mypertamina ngebantu aku banget buat transaksi pembayaran digital. Mempermudah segala transaksi yang aku lakuin. Bener-bener gampang banget. Ga perlu bawa bawa uang receh kemana-mana. Sekarang serba bisa pakai aplikasi mypertamina. Thank you pertamina,5,0,0,1,0,1
bermanfaat tidak ribet,5,0,0,0,0,1
"Aplikasi nya bagus untuk ke majuan, dapat meningkatkan moderenisasi dan meningkatkan keamanan ",5,1,0,0,0,0
"Aplikasi the best sih ini, udah aksesnya gampang cara penggunaannya juga gampang banget. Ini cocok buat anak muda jaman sekarang yang apa-apa serba digital karena dengan adanya aplikasi ini kita jadi gk perlu repot bawa uang kemana-mana cukup bayar dengan menggunakan aplikasi udah beres.",5,1,0,1,0,1
"saran bagi teknisi server my pertamina apk sering erorr kendala saat transaksi tiba2 keluar sendiri, notifikasi tidak ada dan saldo sudah berkurang...mohon diperbaiki dan tingkatkan pelayanan lebih baik lagi tetima kasih",5,-1,0,-1,0,0
terlalu ribet isi data selalu balik ke menu utama...knp gak dibikin simple aja..gak semua rakyat paham..,5,-1,0,0,0,0
daftarnya juga mudah akhirnya bisa dapat subsidi,5,0,0,0,1,0
"aplikasinya sudah bagus,daftar subsidi juga cepat",5,1,0,0,1,0
pembayaran jauh lebih mudah dengan app ini,5,0,0,1,0,0
"Aplikasinya kerenn, sangat membantuuu jadi ga perlu lgi antri klo bayar bensiny,, selainn itu juga kita bisa dapetin koin dan juga bnyk bnget bonusnyaa... good job pertamina",5,1,0,0,0,1
Menyesuaikan dgn perkembangan zaman,5,0,0,0,0,1
"Sudah saatnya pertamina berbenah diri,di level atas program bagus di tingkat bawah masih amburadul, minim kontrol,untuk aplikasi mypertamina cukup bagus dan sangat berguna sebagai wawasan dan evaluasi bagi para konsumen",5,1,0,0,0,1
"Aplikasinya sangat bagus, selain banyak diskon kita juga bisa dapat poin dan dapat ditukar kembali poinnya, pembayaran mudah deh 👍",5,1,0,1,0,0
"Download karena ada kebijakan baru, ternyta memudahkan juga sih untuk yg biasa pakai e-money, g ribet lagi cari atm buat tarik tunai. Lebih dikembangkan lagi supaya para pemula mudah menggunakannya.",5,0,0,1,0,0
"Lebih mudah penggunaannya,saran saya aplikasi Poto nya lebih sensitif lagi, karena sering tak singkron hasilnya,trims",5,0,0,0,0,1
"Mantap sekali aplikasi ini,,, sangat membantu aku untuk bayar bbm karna bisa menggunakan link",5,0,0,1,0,1
Coba coba pake aplikasi ini untuk pembayaran ternyata sangat mudah. Fitur di dalam aplikasinya mudah dipahami dn ga bikin ribet,5,1,0,1,0,0
Aplikasi ini sangat membantu saya untuk belanja online..aplikasi yang sangat ringan..apalagi ditambah cashback dan juga gratis ongkir jadi lebih suka pakai aplikasi ini...sejauh ini selama pakai kurang lebih 2 tahun baik baik aja kok...aplikasi yang sangat membantu sekali..oh iya tambahin juga paylater...ini cuma saran lo terimakasih 🙂🙂,5,0,0,1,0,1
"Aplikasi yang bagus, saya sudah makai aplikasi ini sejak saya lahir. Sangat membantu saya ketika sedang mengisi bensin dan pembayarannya juga mudah jadi tidak perlu menggunakan dispenser pump lagi cukup pakai aplikasi ini bensin udah full kembali. Terimakasih sukses selalu ^",5,1,0,1,0,1
"Ada notif: maaf terjadi kesalahan sistem. Error: General error. Kode: 05.. Setelah d scan struk, kupon gak aktif2",5,-1,0,0,0,0
"Sudah Bisa Login, Terimakasih. Saya doakan Aplikasi ini dapat bermanfaat untuk Negara & Bangsa. Di masa depan bisa menjadi aplikasi yg menambah wawasan dan membantu bagi masyarakat Aamin...",5,1,0,0,0,1
sangat bermanfaat ,5,0,0,0,0,1
"Sangat membantu sekali,terutama disaat SPBU tdk ada EDC atau ATM bank,tidak ada uang cash jadi bisa bayar dengan mudah... pakai aplikasi, apalagi apabila dibuatkan jalur prioritas khusus untuk yg hanya menggunakan aplikasi mypertamina,jd ga perlu ikut antri dg yg biasa, spt waktu gerbang tol yg pakai kartu e-toll 🙏🙏🙏",5,0,0,1,0,1
"Bagus memang aplikasinya, tapi tolong dipermudah untuk cara pendaftarannya di website subsidi tepat,karena sampai dengan saat ini untuk pendaftaranya sangatlah susah. Tolong agar lebih di perhatikan",5,1,0,0,-1,0
"Wah syukur banget ada aplikasi ini membantu banget krn gampang bayar nggk perlu ribet lagi deh nunggu uang receh, dan ada pelayanan delivery servis yg ini sangat membantu apa lagi klo kehabisan bensin, bisa di bawain loh, asli keren parahhh tingkatkan yah my pertamina",5,0,0,1,0,1
banyak bug dan server sering bermasalah,5,-1,0,0,0,0
"Aplikasinya sangat membantu karna banyak infomasi didalemnya, gk kalah penting lagi karna banyak banget promo yang ditawarkan, keren",5,0,0,0,0,1
Mempermudah juga pelayanan sangat baik,5,0,1,0,0,1
daftarnya juga simpel dan cepat moga sukses selalula buat tim pertaminanya,5,0,0,0,1,0
"Aplikasi yg sangat membantu,buat yg punya kendaraan ini sih keren banget simple no ribet. Semoga semakin canggih kedepannya 🥳",5,0,0,0,0,1
memuaskan setiap pelayanan yang diberikan petugas pengisian bahan bakar minyak umum pertamina semoga kedepan lebih meningkat lagi  pelayanan yang diterima pelanggan pertamina setianya,5,0,1,0,0,0
